2022-09-14 15:32:04,730 INFO     Agents loaded
2022-09-14 15:35:07,316 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:07,317 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:07,317 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:08,168 INFO     Received data: '2,0,0.21,1.00,11,39\n2,0,0.23,1.00,11,41\n\x11\x10'
2022-09-14 15:35:08,296 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:08,297 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:08,297 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:09,169 INFO     Using previous socket data
2022-09-14 15:35:09,290 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:09,291 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:09,291 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:10,170 INFO     Using previous socket data
2022-09-14 15:35:10,293 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:10,293 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:10,293 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:11,171 INFO     Received data: '2,0,0.24,1.00,11,44\n2,0,0.20,1.00,11,35\nQ\x1a'
2022-09-14 15:35:11,465 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:11,466 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:11,466 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:12,171 INFO     Received data: '2,0,0.23,1.00,11,39\n2,0,0.23,1.00,11,45\n\x11\x13'
2022-09-14 15:35:12,292 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:12,292 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:12,292 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:13,172 INFO     Using previous socket data
2022-09-14 15:35:13,294 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:13,294 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:13,294 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:14,173 INFO     Using previous socket data
2022-09-14 15:35:14,294 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:14,294 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:14,294 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:15,174 INFO     Received data: '2,0,0.26,1.00,11,44\n2,0,0.21,1.00,11,37\nQ'
2022-09-14 15:35:15,294 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:15,295 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:15,295 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:16,174 INFO     Received data: '2,0,0.27,1.00,11,48\n2,0,0.21,1.00,11,37\n\x11\x16'
2022-09-14 15:35:16,298 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:16,298 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:16,298 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:17,175 INFO     Using previous socket data
2022-09-14 15:35:17,296 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:17,297 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:17,297 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:18,176 INFO     Received data: '2,0,0.24,1.00,11,42\n2,315,0.21,1.00,11,38'
2022-09-14 15:35:18,311 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:18,311 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:18,311 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:19,177 INFO     Received data: '2,0,0.27,1.00,11,50\n2,0,0.23,1.00,11,41\nA\x10'
2022-09-14 15:35:19,296 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:19,297 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:19,297 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:20,178 INFO     Received data: '2,0,0.19,1.00,11,37\n2,0,0.19,1.00,11,33\n\x01\x19'
2022-09-14 15:35:20,302 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:20,302 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:20,302 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:21,178 INFO     Using previous socket data
2022-09-14 15:35:21,301 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:21,301 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:21,302 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:22,179 INFO     Received data: '2,158,0.22,1.00,11,40\n2,0,0.21,1.00,11,40'
2022-09-14 15:35:22,312 INFO     Action is [287] Reward_avg is: -782.68195 reward for slice [  0.   0. 158.]
2022-09-14 15:35:22,313 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:22,313 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:23,180 INFO     Received data: '2,0,0.21,1.00,11,38\n2,0,0.22,1.00,11,41\n1\x13'
2022-09-14 15:35:23,302 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:23,302 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:23,302 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:24,180 INFO     Using previous socket data
2022-09-14 15:35:24,302 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:24,302 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:24,302 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:25,181 INFO     Using previous socket data
2022-09-14 15:35:25,304 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:25,304 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:25,305 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:26,182 INFO     Received data: '2,0,0.21,1.00,11,41\n2,158,0.23,1.00,11,41'
2022-09-14 15:35:26,309 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:26,309 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:26,310 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:27,183 INFO     Received data: '2,0,0.17,1.00,11,29\n2,158,0.21,1.00,11,36'
2022-09-14 15:35:27,308 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:27,308 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:27,308 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:28,184 INFO     Using previous socket data
2022-09-14 15:35:28,309 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:28,309 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:28,309 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:29,184 INFO     Using previous socket data
2022-09-14 15:35:29,305 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:29,305 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:29,305 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:30,185 INFO     Received data: '2,0,0.24,1.00,11,41\n2,0,0.21,1.00,11,37\nQ\x10'
2022-09-14 15:35:30,308 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:30,308 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:30,309 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:31,186 INFO     Received data: '2,0,0.21,1.00,11,37\n2,0,0.25,1.00,11,43\n\x11\x19'
2022-09-14 15:35:31,306 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:31,306 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:31,306 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:32,187 INFO     Using previous socket data
2022-09-14 15:35:32,308 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:32,308 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:32,308 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:33,188 INFO     Using previous socket data
2022-09-14 15:35:33,308 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:33,308 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:33,308 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:34,188 INFO     Received data: '2,0,0.29,1.00,11,51\n2,0,0.28,1.00,11,49\nQ\x13'
2022-09-14 15:35:34,308 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:34,308 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:34,308 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:35,189 INFO     Received data: '2,0,0.24,1.00,11,42\n2,158,0.24,1.00,11,39'
2022-09-14 15:35:35,307 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:35,307 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:35,307 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:36,190 INFO     Using previous socket data
2022-09-14 15:35:36,310 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:36,310 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:36,310 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:37,191 INFO     Using previous socket data
2022-09-14 15:35:37,311 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:37,311 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:37,311 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:38,191 INFO     Received data: '2,0,0.22,1.00,11,40\n2,0,0.25,1.00,11,48\nA\x16'
2022-09-14 15:35:38,313 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:38,313 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:38,313 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:39,192 INFO     Received data: '2,0,0.28,1.00,11,52\n2,0,0.23,1.00,11,41\n\x01'
2022-09-14 15:35:39,312 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:39,312 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:39,312 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:40,193 INFO     Using previous socket data
2022-09-14 15:35:40,314 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:40,314 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:40,314 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:41,194 INFO     Using previous socket data
2022-09-14 15:35:41,315 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:41,315 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:41,315 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:42,195 INFO     Received data: '2,0,0.24,1.00,11,44\n2,0,0.25,1.00,11,44\nA\x19'
2022-09-14 15:35:42,315 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:42,315 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:42,315 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:43,196 INFO     Received data: '2,0,0.25,1.00,11,45\n2,0,0.18,1.00,11,33\n\x01\x12'
2022-09-14 15:35:43,313 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:43,314 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:43,314 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:44,196 INFO     Using previous socket data
2022-09-14 15:35:44,316 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:44,316 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:44,317 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:45,197 INFO     Received data: '2,158,0.20,1.00,11,36\n2,0,0.18,1.00,11,32'
2022-09-14 15:35:45,317 INFO     Action is [287] Reward_avg is: -782.68195 reward for slice [  0.   0. 158.]
2022-09-14 15:35:45,317 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:45,317 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:46,198 INFO     Received data: '2,0,0.20,1.00,11,37\n2,0,0.24,1.00,11,44\n1'
2022-09-14 15:35:46,319 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:46,319 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:46,320 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:47,199 INFO     Using previous socket data
2022-09-14 15:35:47,325 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:47,326 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:47,326 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:48,200 INFO     Using previous socket data
2022-09-14 15:35:48,322 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:48,322 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:48,322 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:49,201 INFO     Received data: '2,0,0.21,1.00,11,35\n2,0,0.24,1.00,11,43\nq\x16'
2022-09-14 15:35:49,322 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:49,322 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:49,322 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:50,202 INFO     Received data: '2,0,0.24,1.00,11,42\n2,0,0.22,1.00,11,40\n1'
2022-09-14 15:35:50,321 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:50,321 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:50,321 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:51,203 INFO     Using previous socket data
2022-09-14 15:35:51,345 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:51,345 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:51,345 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:52,204 INFO     Using previous socket data
2022-09-14 15:35:52,329 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:52,329 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:52,329 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:53,205 INFO     Received data: '2,0,0.21,1.00,11,37\n2,0,0.26,1.00,11,47\nq\x19'
2022-09-14 15:35:53,334 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:53,334 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:53,334 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:54,206 INFO     Received data: '2,0,0.21,1.00,11,36\n2,0,0.27,1.00,11,48\n1\x12'
2022-09-14 15:35:54,331 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:54,331 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:54,331 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:55,206 INFO     Using previous socket data
2022-09-14 15:35:55,329 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:55,329 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:55,329 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:56,207 INFO     Received data: '2,0,0.29,1.00,11,50\n2,158,0.23,1.00,11,42'
2022-09-14 15:35:56,338 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:56,338 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:56,338 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:57,208 INFO     Received data: '2,0,0.22,1.00,11,41\n2,0,0.18,1.00,11,35\na'
2022-09-14 15:35:57,337 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:57,337 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:57,337 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:58,209 INFO     Received data: '2,0,0.26,1.00,11,48\n2,0,0.24,1.00,11,42\n!\x15'
2022-09-14 15:35:58,341 INFO     Action is [287] Reward_avg is: 0.0 reward for slice [0. 0. 0.]
2022-09-14 15:35:58,341 INFO     Action means slice_prb [36, 3, 11] (slice_rbg [12, 1, 4]), sched [1, 2, 2]
2022-09-14 15:35:58,341 INFO     Sending to DU: '1,2,2\n12,1,4'
2022-09-14 15:35:59,210 INFO     Using previous socket data
